ID,CCAvg,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1401,0.1,0,0,0,0,1,0
1431,0.1,0,0,0,0,1,0
1483,0.1,0,0,0,0,1,0
1525,0.1,0,1,0,1,1,1
1598,0.1,0,0,1,0,0,1
1663,0.1,0,0,0,0,0,0
1704,0.1,0,0,0,0,1,0
1707,0.1,0,0,0,0,1,0
1807,0.1,0,0,0,0,0,0
1845,0.1,0,0,0,0,0,1
1847,0.1,0,0,0,0,1,0
1895,0.1,0,0,0,0,1,1
1898,0.1,0,0,0,0,0,0
1899,0.1,0,0,0,0,1,0
2001,0.1,0,0,0,0,1,0
2007,0.1,0,0,0,1,1,1
2061,0.1,0,0,0,0,1,1
2081,0.1,0,0,0,0,1,0
2124,0.1,0,0,0,?,1,0
2140,0.1,0,0,0,0,1,0
2256,0.1,0,0,0,0,1,0
2294,0.1,0,0,0,0,1,0
2326,0.1,0,0,0,0,0,0
2530,0.1,0,0,0,0,1,1
2630,0.1,0,0,0,0,1,0
2670,0.1,0,0,1,0,0,1
2696,0.1,0,0,0,0,0,0
2721,0.1,0,0,0,0,0,1
2751,0.1,0,0,0,0,0,0
2756,0.1,0,0,0,0,1,1
2789,0.1,0,0,0,0,1,0
2814,0.1,0,0,0,0,1,0
2822,0.1,0,0,0,0,1,0
2874,0.1,0,0,1,0,1,0
2876,0.1,0,0,0,0,1,1
2882,0.1,0,0,0,0,1,0
2909,0.1,0,0,0,0,1,0
2994,0.1,0,0,0,0,0,1
3064,0.1,0,0,0,0,0,0
3099,0.1,0,0,0,0,0,0
3107,0.1,0,0,0,0,0,0
3117,0.1,0,0,0,0,0,1
3144,0.1,0,0,0,0,1,0
3157,0.1,0,0,0,0,0,0
3215,0.1,0,0,0,0,1,0
3238,0.1,0,0,0,1,1,1
3291,0.1,0,0,0,0,0,0
3329,0.1,0,0,0,0,0,0
3332,0.1,0,0,0,0,0,1
3370,0.1,0,0,0,0,1,0
3440,0.1,0,0,0,1,1,1
3539,0.1,0,0,0,0,0,0
3588,0.1,0,0,0,0,1,0
3591,0.1,0,0,0,0,1,1
3603,0.1,0,0,0,0,1,1
3604,0.1,0,0,0,0,1,1
3659,0.1,0,0,0,0,0,0
3719,0.1,0,0,0,0,0,1
3730,0.1,0,0,0,0,1,0
3834,0.1,0,0,0,0,1,0
3861,0.1,0,0,0,0,1,1
3909,0.1,0,0,0,0,0,0
3954,0.1,0,0,0,0,0,0
4025,0.1,0,0,0,0,1,0
4064,0.1,0,0,0,0,0,1
4161,0.1,0,0,0,0,1,1
4221,0.1,0,0,1,0,1,0
4251,0.1,0,0,0,0,0,1
4253,0.1,0,0,0,0,0,0
4320,0.1,0,0,0,0,0,1
4398,0.1,0,0,0,0,1,0
4400,0.1,0,0,0,0,0,0
4454,0.1,0,0,0,0,0,0
4464,0.1,0,0,0,0,0,0
4468,0.1,0,0,0,0,0,0
4511,0.1,0,0,0,0,0,0
4522,0.1,0,0,0,0,0,0
4544,0.1,0,0,0,0,1,0
4561,0.1,0,0,0,1,1,1
4645,0.1,0,0,0,0,1,0
4665,0.1,0,0,0,0,0,0
4760,0.1,0,0,0,0,1,0
4782,0.1,0,0,1,0,1,0
4822,0.1,0,0,0,0,1,1
4870,0.1,0,0,0,0,0,1
4878,0.1,0,0,0,0,0,0
4910,0.1,0,0,NA,0,0,1
4944,0.1,0,0,0,0,1,0
4968,0.1,0,0,0,0,1,0
2902,0.1,76,0,0,0,1,0
1147,0.1,78,0,1,0,0,0
1473,0.1,83,0,0,0,1,0
2348,0.1,87,0,0,0,0,1
528,0.1,89,0,0,0,1,0
1520,0.1,90,0,0,0,1,0
2548,0.1,?,0,0,0,1,0
1136,0.1,91,0,1,0,1,0
2300,0.1,91,0,0,0,0,0
2515,0.1,91,0,1,0,0,0
3600,0.1,91,0,0,1,1,1
2370,0.1,93,0,0,0,1,0
1771,0.1,94,0,0,0,0,0
4620,0.1,96,0,0,0,0,0
2949,0.1,98,0,0,0,0,1
2194,0.1,102,0,0,0,1,0
3149,0.1,106,0,0,0,0,0
394,0.1,109,0,1,1,1,1
3448,0.1,109,0,0,0,NA,0
1983,0.1,NA,0,0,0,1,0
1094,0.1,111,0,0,0,1,0
2098,0.1,113,0,0,0,1,0
2700,0.1,114,0,0,0,0,0
3841,0.1,114,0,0,0,0,0
4904,0.1,NA,0,0,0,1,1
3890,0.1,121,0,0,0,1,0
4115,0.1,121,0,0,0,0,0
4292,0.1,124,0,0,0,1,0
2153,0.1,128,0,0,0,1,0
4135,0.1,131,0,0,NA,0,0
1032,0.1,136,0,0,0,1,0
2661,0.1,144,0,1,0,1,0
2812,0.1,145,0,0,0,0,0
1821,0.1,148,0,0,0,1,0
1368,0.1,149,0,0,0,0,1
4156,0.1,149,0,0,0,1,1
3028,0.1,152,0,0,0,1,0
2541,0.1,153,0,0,0,1,0
1539,0.1,157,0,0,0,1,0
472,0.1,161,0,0,0,1,1
569,0.1,161,0,0,0,1,1
1443,0.1,162,0,1,0,1,0
2941,0.1,163,0,0,0,1,0
3943,0.1,170,0,0,0,1,0
3029,0.1,178,0,0,0,1,1
4173,0.1,182,0,0,0,1,0
1842,0.1,199,0,0,0,1,1
53,0.1,207,0,0,0,0,0
1331,0.1,224,0,0,0,1,1
2841,0.1,240,0,1,0,0,0
2138,0.1,247,0,0,0,1,0
4733,0.1,247,0,0,0,0,0
1295,0.1,257,0,0,0,1,1
3072,0.1,257,0,0,0,0,1
3334,0.1,280,0,0,0,1,0
3918,0.1,292,0,0,0,1,0
3063,0.1,297,0,0,0,0,1
2470,0.1,307,0,0,0,0,1
27,0.2,0,0,0,0,0,0
55,0.2,0,0,0,0,1,0
59,0.2,0,0,0,0,0,0
70,0.2,0,0,0,0,1,0
96,0.2,0,0,0,0,1,0
121,0.2,0,0,0,0,1,0
179,0.2,0,0,0,0,1,1
212,0.2,0,0,0,0,0,0
239,0.2,0,0,0,0,1,1
384,0.2,0,0,0,0,1,0
391,0.2,0,0,0,0,1,0
400,0.2,0,0,0,0,1,1
425,0.2,0,0,0,0,0,0
453,0.2,0,0,0,0,0,0
485,0.2,0,0,0,0,1,1
525,0.2,0,0,0,0,1,0
531,0.2,0,0,0,0,0,1
606,0.2,0,0,0,0,1,1
640,0.2,0,0,0,0,1,1
673,0.2,0,0,0,0,1,0
764,0.2,0,0,0,0,0,1
775,0.2,0,0,0,0,0,1
796,0.2,0,0,0,0,0,1
802,0.2,0,0,0,0,1,0
826,0.2,0,0,0,0,0,0
851,0.2,0,0,0,0,0,0
858,0.2,0,0,0,1,1,1
954,0.2,0,0,1,0,1,0
977,0.2,0,0,1,0,0,0
1025,0.2,0,1,0,1,1,0
1050,0.2,0,0,0,0,1,0
1076,0.2,0,0,0,0,0,0
1101,0.2,0,0,0,0,1,0
1125,0.2,0,0,0,0,0,1
1160,0.2,0,0,0,0,0,1
1182,0.2,0,0,1,0,0,0
1213,0.2,0,0,0,0,0,0
1228,0.2,0,0,0,0,0,0
1260,0.2,0,0,0,0,1,0
1325,0.2,0,0,0,0,1,0
1328,0.2,0,NA,0,0,1,0
1346,0.2,0,0,0,0,0,0
1382,0.2,0,0,0,0,1,0
1436,0.2,0,0,0,0,1,0
1461,0.2,0,0,0,0,1,NA
1462,0.2,0,0,0,0,1,0
1478,0.2,0,0,0,0,1,1
1531,0.2,0,0,0,0,1,1
1582,0.2,0,0,0,0,0,1
1590,0.2,0,1,0,0,1,0
1673,0.2,0,1,0,1,1,1
1694,0.2,0,0,0,0,0,0
1716,0.2,0,0,0,0,1,0
1752,0.2,0,0,0,0,0,0
1767,0.2,0,0,1,0,0,0
1788,0.2,0,0,1,1,1,1
1789,0.2,0,0,0,0,1,0
1811,0.2,0,0,0,0,1,0
1818,0.2,0,0,0,0,0,1
1900,0.2,0,0,0,0,1,0
1924,0.2,0,0,0,0,1,0
1940,0.2,0,0,0,0,1,0
1976,0.2,0,0,0,0,1,1
2020,0.2,0,0,1,1,1,0
2021,0.2,0,0,1,0,0,0
2025,0.2,0,1,0,0,0,0
2033,0.2,0,0,1,0,0,1
2044,0.2,0,0,0,0,1,1
2052,0.2,0,0,0,0,0,0
2084,0.2,0,0,0,0,1,0
2105,0.2,0,0,0,0,1,0
2132,0.2,0,0,0,0,0,0
2187,0.2,0,0,0,0,1,0
2297,0.2,0,0,0,0,0,1
2368,0.2,0,0,0,0,1,1
2377,0.2,0,0,0,0,0,0
2464,0.2,0,0,0,0,1,0
2490,0.2,0,0,0,0,1,0
2558,0.2,0,0,0,0,1,0
2595,0.2,0,0,0,0,0,0
2599,0.2,0,0,0,0,1,0
2604,0.2,0,0,0,0,1,0
2694,0.2,0,0,0,0,1,0
2732,0.2,0,0,0,0,1,0
2790,0.2,0,0,0,0,1,1
2827,0.2,0,0,0,0,1,0
2848,0.2,0,0,0,0,1,0
2866,0.2,0,0,0,0,1,0
2891,0.2,0,0,0,0,1,1
2924,0.2,0,0,0,0,0,0
2950,0.2,0,0,0,0,1,0
2960,0.2,0,0,0,0,0,0
3000,0.2,0,0,0,0,0,1
3054,0.2,0,0,0,0,1,0
3059,0.2,0,0,0,0,1,0
3116,0.2,0,0,0,0,0,0
3126,0.2,0,0,0,0,1,1
3128,0.2,0,0,0,0,1,0
3175,0.2,0,0,0,0,0,1
3202,0.2,0,0,0,0,0,0
3216,0.2,0,0,0,0,1,0
3245,0.2,0,0,0,0,1,0
3310,0.2,0,0,0,0,1,0
3388,0.2,0,0,0,0,1,0
3411,0.2,0,0,0,0,1,0
3527,0.2,0,0,0,0,1,0
3628,0.2,0,0,0,0,0,1
3675,0.2,0,0,1,0,0,0
3697,0.2,0,0,0,0,0,1
3716,0.2,0,0,0,0,0,1
3735,0.2,0,0,0,0,1,0
3795,0.2,0,0,1,0,1,0
3800,0.2,0,0,0,0,0,1
3842,0.2,0,0,0,0,1,0
3969,0.2,0,0,0,0,1,1
3988,0.2,0,0,0,0,1,1
4042,0.2,0,0,1,1,1,1
4074,0.2,0,0,0,0,0,0
4087,0.2,0,0,1,0,0,0
4118,0.2,0,0,1,0,0,0
4125,0.2,0,1,0,0,0,0
4194,0.2,0,0,0,0,1,0
4200,0.2,0,0,0,0,0,1
4219,NA,0,0,0,0,0,1
4236,0.2,0,0,0,0,1,0
4243,0.2,0,0,0,0,1,0
4264,0.2,0,0,0,0,0,0
4317,0.2,0,0,1,0,1,0
4348,0.2,0,0,0,0,1,0
4450,0.2,0,0,0,0,0,1
4461,0.2,0,0,0,0,1,0
4490,0.2,0,0,0,0,1,0
4519,0.2,0,0,0,0,1,0
4543,0.2,0,0,1,1,1,1
4546,0.2,0,0,0,0,1,0
4588,0.2,0,0,0,0,0,0
4631,0.2,0,0,0,0,0,0
4714,0.2,0,0,0,0,1,0
4744,0.2,0,0,0,0,1,0
4754,0.2,0,0,1,1,1,1
4785,0.2,0,0,0,0,0,0
4840,0.2,0,0,0,0,1,0
4854,0.2,0,0,0,0,1,0
4868,0.2,0,0,0,0,1,0
4957,0.2,0,0,1,0,0,1
4983,0.2,0,0,0,0,0,1
778,0.2,76,0,0,0,1,1
1991,0.2,76,0,0,0,1,1
2158,0.2,78,0,1,0,0,0
4465,0.2,79,0,0,0,1,1
2510,0.2,81,0,0,0,0,1
4580,0.2,81,0,0,0,1,0
1045,0.2,83,0,0,0,1,1
1111,0.2,83,0,0,0,1,0
1954,0.2,83,0,0,0,1,0
2196,0.2,83,0,0,0,1,0
1059,0.2,86,0,0,0,1,0
2745,0.2,86,0,0,0,0,0
1157,0.2,87,0,0,0,0,0
1214,0.2,87,0,0,0,0,0
4267,0.2,87,0,0,0,0,1
4193,0.2,89,0,0,0,1,0
599,0.2,90,0,0,0,0,0
2288,0.2,90,0,0,0,1,0
1224,0.2,91,0,0,0,0,0
3917,0.2,96,0,0,0,0,0
1229,0.2,98,0,0,0,0,0
627,0.2,100,0,0,0,0,1
1270,0.2,100,0,0,0,1,1
2766,0.2,101,0,0,0,1,0
3940,0.2,102,0,0,0,0,1
4327,0.2,102,0,0,0,1,0
4410,0.2,102,0,0,0,1,0
2782,0.2,104,0,0,0,0,0
2416,0.2,106,0,0,0,1,1
3039,0.2,115,0,0,0,1,0
4287,0.2,131,0,0,0,1,1
3221,0.2,135,0,0,0,1,0
719,0.2,137,0,0,1,1,1
2073,0.2,137,0,0,0,1,1
560,0.2,138,0,0,0,1,0
4882,0.2,140,0,0,0,1,0
434,0.2,141,0,0,0,1,1
1052,0.2,141,0,1,0,0,0
2024,0.2,151,0,0,0,1,0
2862,0.2,151,0,0,0,0,1
1404,0.2,154,0,1,0,0,1
273,0.2,158,0,0,0,1,1
960,0.2,163,0,0,0,0,0
2241,0.2,167,0,1,0,0,0
636,0.2,169,0,0,0,1,0
1827,0.2,171,0,0,0,0,0
901,0.2,172,0,0,0,0,1
881,0.2,177,0,0,0,1,0
48,0.2,211,1,1,1,1,1
2108,0.2,229,0,0,0,0,0
1738,0.2,230,0,1,0,0,0
1975,0.2,242,0,0,0,0,0
2191,0.2,294,0,1,0,0,1
1233,0.2,297,0,0,0,1,0
2398,0.2,309,0,0,0,1,0
841,0.2,310,0,0,0,0,1
3468,0.2,364,1,0,0,1,0
529,0.2,378,1,0,0,1,0
8,0.3,0,0,0,0,0,1
77,0.3,0,0,0,0,0,0
99,0.3,0,0,0,0,1,0
104,0.3,0,0,0,0,1,0
187,0.3,0,0,0,0,1,1
219,0.3,0,0,0,0,1,0
221,0.3,0,0,0,0,0,1
259,0.3,0,0,0,0,1,0
263,0.3,0,0,0,1,1,1
316,0.3,0,0,0,0,1,0
356,0.3,0,0,0,0,0,1
367,0.3,0,0,0,0,1,0
392,0.3,0,0,0,0,0,1
451,0.3,0,0,0,0,1,1
458,0.3,0,0,0,0,0,0
501,0.3,0,0,0,0,0,0
515,0.3,0,0,0,0,1,0
536,0.3,0,0,0,0,1,0
551,0.3,0,0,0,0,1,1
554,0.3,0,0,0,0,0,0
577,0.3,0,0,0,0,0,1
643,0.3,0,0,0,0,1,0
690,0.3,0,0,1,1,1,0
713,0.3,0,0,0,0,1,0
790,0.3,0,0,0,0,1,0
821,0.3,0,0,0,0,1,0
886,0.3,0,0,0,0,1,0
923,0.3,0,0,1,1,1,0
926,0.3,0,0,0,0,0,1
940,0.3,0,0,0,0,1,1
958,0.3,0,0,0,0,1,0
964,0.3,0,0,0,0,0,0
1034,0.3,0,0,0,0,1,0
1092,0.3,0,0,0,0,1,1
1097,0.3,0,0,0,0,1,0
1114,0.3,0,0,0,0,0,1
1141,0.3,0,0,0,0,1,1
1218,0.3,0,0,0,0,1,0
1231,0.3,0,0,0,0,1,1
1311,0.3,0,0,0,0,0,0
1320,0.3,0,0,0,0,0,1
1374,0.3,0,1,0,0,1,0
1421,0.3,0,0,0,1,1,1
1491,0.3,0,0,0,0,1,1
1492,0.3,0,0,0,0,1,1
1502,0.3,0,0,1,0,0,1
1533,0.3,0,0,0,0,1,1
1541,0.3,0,0,1,1,1,1
1620,0.3,0,0,0,0,1,0
1621,0.3,0,0,0,0,1,0
1623,0.3,0,0,0,0,1,0
1625,0.3,0,0,1,0,1,0
1721,0.3,0,0,0,0,1,0
1729,0.3,0,0,0,0,1,0
1747,0.3,0,0,0,0,1,1
1791,0.3,0,0,1,0,0,1
1829,0.3,0,0,0,0,0,0
1908,0.3,0,0,0,0,0,0
1984,0.3,0,0,0,0,0,0
2034,0.3,0,0,0,0,1,1
2043,0.3,0,0,0,0,1,0
2045,0.3,0,0,0,0,1,0
2069,0.3,0,0,0,0,1,0
2121,0.3,0,0,0,0,1,0
2198,0.3,0,0,0,0,1,0
2219,0.3,0,0,0,0,0,0
2223,0.3,0,0,0,0,1,0
2311,0.3,0,0,0,0,0,0
2314,0.3,0,0,0,0,1,1
2366,0.3,0,0,0,0,0,0
2439,0.3,0,0,0,0,0,1
2677,0.3,0,0,1,0,1,0
2708,0.3,0,1,0,1,1,1
2731,0.3,0,0,1,0,0,0
2737,0.3,0,0,0,0,0,0
2740,0.3,0,0,0,0,1,0
2760,0.3,0,0,0,0,0,0
2775,0.3,0,0,0,0,1,0
2799,0.3,0,0,0,0,1,0
2804,0.3,0,0,0,0,1,0
2825,0.3,0,0,0,0,0,0
2873,0.3,0,0,0,0,0,0
2900,0.3,0,0,0,0,0,0
2906,0.3,0,0,0,0,1,0
2930,0.3,0,0,0,0,0,0
2984,0.3,0,0,0,0,1,1
2999,0.3,0,0,0,0,0,0
3036,0.3,0,0,0,0,0,0
3080,0.3,0,0,0,0,1,1
3086,0.3,0,0,0,0,0,1
3087,0.3,0,0,0,0,1,0
3088,0.3,0,0,0,0,1,0
3111,0.3,0,0,0,0,0,1
3130,0.3,0,0,1,0,0,1
3140,0.3,0,0,0,0,1,0
3154,0.3,0,0,0,0,0,1
3156,0.3,0,0,0,0,1,0
3173,0.3,0,0,0,0,0,0
3190,0.3,0,0,0,0,0,0
3203,0.3,0,0,1,0,1,0
3217,0.3,0,0,0,0,0,0
3225,0.3,0,0,1,0,1,0
3232,0.3,0,0,1,0,1,0
3240,0.3,0,0,0,0,1,0
3255,0.3,0,0,0,0,1,0
3298,0.3,0,0,0,0,1,1
3312,0.3,0,0,0,0,0,0
3342,0.3,0,0,1,0,1,0
3349,0.3,0,0,0,0,0,0
3355,0.3,0,0,0,0,1,0
3363,0.3,0,0,0,0,1,0
3391,0.3,0,0,0,0,0,0
3431,0.3,0,0,0,0,1,1
3442,0.3,0,0,1,1,1,1
3454,0.3,0,0,0,0,1,0
3455,0.3,0,0,0,0,1,0
3476,0.3,0,0,0,0,0,0
3482,0.3,0,0,0,0,1,0
3498,0.3,0,0,0,0,0,0
3538,0.3,0,0,0,0,1,0
3541,0.3,0,0,1,0,0,1
3575,0.3,0,0,0,0,0,1
3577,0.3,0,0,0,0,0,0
3620,0.3,0,0,0,0,1,0
3634,0.3,0,0,0,0,1,0
3678,0.3,0,0,0,0,0,1
3722,0.3,0,0,1,1,1,1
3734,0.3,0,0,0,0,1,0
3754,0.3,0,0,0,0,1,1
3766,0.3,0,0,0,0,1,0
3787,0.3,0,0,0,0,1,0
3792,0.3,0,0,0,0,0,0
3798,0.3,0,0,0,0,1,0
3869,0.3,0,0,0,0,0,0
3979,0.3,0,0,0,0,1,0
3985,0.3,0,0,0,0,0,0
4014,0.3,0,0,0,0,0,0
4032,0.3,0,0,0,0,1,0
4075,0.3,0,0,0,0,1,0
4077,0.3,0,0,0,0,0,0
4144,0.3,0,0,0,0,1,0
4174,0.3,0,0,0,0,1,0
4216,0.3,0,0,0,0,0,0
4265,0.3,0,0,1,1,1,1
4299,0.3,0,0,0,0,1,0
4301,0.3,0,0,0,0,1,0
4441,0.3,0,0,0,0,0,0
4477,0.3,0,0,0,0,0,0
4523,0.3,0,0,0,0,0,0
4529,0.3,0,0,0,0,0,0
4583,0.3,0,0,0,0,1,0
4609,0.3,0,0,0,0,1,0
4613,0.3,0,0,0,0,1,0
4658,0.3,0,0,0,0,0,1
4691,0.3,0,0,0,0,1,0
4694,0.3,0,0,0,0,0,0
4711,0.3,0,0,0,0,0,1
4745,0.3,0,0,0,0,1,0
4746,0.3,0,0,0,0,1,1
4784,0.3,0,0,0,0,0,0
4799,0.3,0,0,0,0,0,1
4821,0.3,0,0,1,1,1,1
4852,0.3,0,0,0,0,1,0
4863,0.3,0,0,0,0,0,0
4875,0.3,0,0,0,0,0,0
4923,0.3,0,0,0,0,1,1
4930,0.3,0,0,0,0,1,0
4998,0.3,0,0,0,0,0,0
2254,0.3,75,0,0,0,1,0
3669,0.3,75,1,0,0,1,0
624,0.3,78,0,0,0,1,0
2417,0.3,80,0,0,0,1,0
3895,0.3,81,0,0,0,1,1
3045,0.3,83,0,0,0,0,0
4364,0.3,84,0,0,0,1,0
546,0.3,87,0,0,0,0,0
1306,0.3,88,0,0,0,1,0
4457,0.3,88,0,0,1,1,1
3299,0.3,89,0,0,0,0,0
2261,0.3,92,0,0,0,0,0
1506,0.3,93,0,0,0,0,1
3816,0.3,96,0,0,0,1,0
4811,0.3,96,0,0,0,1,0
1851,0.3,97,0,0,0,1,0
4417,0.3,97,0,0,0,0,0
1609,0.3,98,0,0,0,1,0
4045,0.3,99,0,1,0,0,0
1367,0.3,101,0,0,0,1,0
492,0.3,104,0,1,0,1,0
1259,0.3,104,0,0,0,1,1
1579,0.3,104,0,1,0,1,0
2152,0.3,105,0,0,0,0,0
4218,0.3,105,0,0,0,1,1
3802,0.3,106,0,0,0,1,1
4022,0.3,106,0,0,0,0,1
4948,0.3,108,0,0,0,1,1
1227,0.3,109,0,0,0,1,1
3728,0.3,109,0,1,1,1,1
3078,0.3,110,0,1,0,1,0
908,0.3,115,0,0,0,1,1
4759,0.3,116,0,0,0,0,0
540,0.3,117,0,0,0,0,0
1835,0.3,118,0,0,0,0,0
1773,0.3,119,0,0,0,0,0
1326,0.3,120,0,0,0,1,0
1989,0.3,120,0,0,0,1,0
4893,0.3,120,0,1,0,1,0
3106,0.3,121,0,0,0,0,0
2466,0.3,123,0,0,0,1,0
4474,0.3,124,0,0,0,1,1
557,0.3,129,0,0,0,1,0
2461,0.3,130,0,0,0,1,0
1711,0.3,131,0,0,0,1,1
866,0.3,139,0,0,0,1,1
192,0.3,140,0,0,0,0,0
3962,0.3,140,0,0,0,1,0
4800,0.3,142,0,0,0,0,1
3618,0.3,146,0,0,0,0,0
2734,0.3,147,0,0,0,0,0
4565,0.3,148,0,0,0,0,0
473,0.3,156,0,0,0,1,0
1020,0.3,157,0,0,0,0,0
1397,0.3,158,0,0,0,0,0
1489,0.3,174,0,0,0,1,0
4556,0.3,179,0,0,0,0,0
2442,0.3,186,0,0,0,1,1
3290,0.3,187,0,0,0,1,1
3908,0.3,187,0,0,0,1,0
3594,0.3,192,0,0,0,1,0
2783,0.3,213,0,0,0,0,0
2399,0.3,217,0,1,0,0,1
4835,0.3,217,0,0,0,0,0
1926,0.3,218,0,0,0,1,0
1106,0.3,229,1,0,1,1,1
3537,0.3,229,0,0,0,0,0
2922,0.3,262,0,0,0,1,0
3500,0.3,286,0,0,0,1,0
1396,0.3,305,1,0,0,0,0
336,0.3,360,0,0,1,1,1
1890,0.3,372,1,1,1,1,0
3621,0.3,403,0,0,0,0,0
138,0.4,0,0,0,0,0,0
157,0.4,0,0,0,0,0,1
172,0.4,0,0,1,0,0,0
399,0.4,0,0,0,0,0,0
417,0.4,0,0,0,0,1,0
497,0.4,0,0,0,0,1,0
581,0.4,0,0,0,0,1,1
587,0.4,0,0,0,0,1,1
915,0.4,0,1,1,1,0,1
985,0.4,0,0,0,0,0,0
1003,0.4,0,0,0,0,0,0
1044,0.4,0,0,0,0,1,0
1047,0.4,0,0,0,0,0,0
1119,0.4,0,0,0,0,1,1
1153,0.4,0,0,0,0,1,0
1156,0.4,0,0,0,0,0,1
